household_id,PUMA,mgra,NP,HHADJINC,HHT,WIF,HUPAC,VEH,GQ_type,BLD
90,7310,895,1,21540.0,,,,,1,
91,7310,895,1,18201.3,,,,,1,
92,7310,895,1,22186.2,,,,,1,
93,7310,895,1,23694.0,,,,,1,
94,7310,895,1,21540.0,,,,,1,
95,7310,895,1,23263.2,,,,,1,
96,7310,895,1,38772.0,,,,,1,
97,7310,895,1,14970.3,,,,,1,
98,7310,895,1,26925.0,,,,,1,
99,7310,895,1,20463.0,,,,,1,
100,7310,895,1,27032.7,,,,,1,
101,7310,895,1,1400.1,,,,,1,
102,7310,895,1,21540.0,,,,,1,
103,7310,895,1,21540.0,,,,,1,
104,7310,895,1,25848.0,,,,,1,
105,7310,895,1,27032.7,,,,,1,
106,7310,895,1,29832.9,,,,,1,
107,7310,895,1,19386.0,,,,,1,
108,7310,895,1,21540.0,,,,,1,
109,7310,895,1,19386.0,,,,,1,
110,7310,895,1,21540.0,,,,,1,
111,7310,895,1,19816.8,,,,,1,
112,7310,895,1,20463.0,,,,,1,
113,7310,895,1,10770.0,,,,,1,
114,7310,895,1,24771.0,,,,,1,
115,7310,895,1,23370.9,,,,,1,
116,7310,895,1,37695.0,,,,,1,
117,7310,895,1,24771.0,,,,,1,
118,7310,895,1,28002.0,,,,,1,
119,7310,895,1,27032.7,,,,,1,
120,7310,895,1,19386.0,,,,,1,
121,7310,895,1,19924.5,,,,,1,
122,7310,895,1,16155.0,,,,,1,
123,7310,895,1,16155.0,,,,,1,
124,7310,895,1,21540.0,,,,,1,
125,7310,895,1,88314.0,,,,,1,
126,7310,895,1,19816.8,,,,,1,
127,7310,895,1,10770.0,,,,,1,
128,7310,895,1,19386.0,,,,,1,
129,7310,895,1,19386.0,,,,,1,
130,7310,895,1,32310.0,,,,,1,
131,7310,895,1,22617.0,,,,,1,
132,7310,895,1,25848.0,,,,,1,
133,7310,895,1,19386.0,,,,,1,
134,7310,895,1,4308.0,,,,,1,
135,7310,895,1,21540.0,,,,,1,
136,7310,895,1,25848.0,,,,,1,
137,7310,895,1,19816.8,,,,,1,
138,7310,895,1,122778.0,,,,,1,
139,7310,895,1,21540.0,,,,,1,
140,7310,895,1,24555.6,,,,,1,
141,7310,895,1,19386.0,,,,,1,
142,7310,895,1,10770.0,,,,,1,
143,7310,895,1,25848.0,,,,,1,
144,7310,895,1,10770.0,,,,,1,
145,7310,895,1,21540.0,,,,,1,
146,7310,895,1,29079.0,,,,,1,
147,7310,895,1,3231.0,,,,,1,
148,7310,895,1,33387.0,,,,,1,
149,7310,895,1,23370.9,,,,,1,
150,7310,895,1,19816.8,,,,,1,
151,7310,895,1,80775.0,,,,,1,
152,7310,895,1,30586.8,,,,,1,
153,7310,895,1,10770.0,,,,,1,
154,7310,895,1,21216.9,,,,,1,
155,7310,895,1,21540.0,,,,,1,
156,7310,895,1,21540.0,,,,,1,
157,7310,895,1,23370.9,,,,,1,
158,7310,895,1,19816.8,,,,,1,
159,7310,895,1,20893.8,,,,,1,
160,7310,895,1,20463.0,,,,,1,
161,7310,895,1,19386.0,,,,,1,
162,7310,895,1,16155.0,,,,,1,
163,7310,895,1,13462.5,,,,,1,
164,7310,895,1,38772.0,,,,,1,
165,7310,895,1,19386.0,,,,,1,
166,7310,895,1,51588.3,,,,,1,
167,7310,895,1,19386.0,,,,,1,
168,7310,895,1,21540.0,,,,,1,
169,7310,895,1,21540.0,,,,,1,
170,7310,895,1,5169.599999999999,,,,,1,
171,7310,895,1,17232.0,,,,,1,
172,7310,895,1,19386.0,,,,,1,
173,7310,895,1,24771.0,,,,,1,
174,7310,895,1,14539.5,,,,,1,
175,7310,895,1,30586.8,,,,,1,
176,7310,895,1,4308.0,,,,,1,
177,7310,895,1,20893.8,,,,,1,
178,7310,895,1,21540.0,,,,,1,
179,7310,895,1,16155.0,,,,,1,
180,7310,895,1,28002.0,,,,,1,
181,7310,895,1,24771.0,,,,,1,
182,7310,895,1,98007.0,,,,,1,
183,7310,895,1,51588.3,,,,,1,
184,7310,895,1,20893.8,,,,,1,
185,7310,895,1,21540.0,,,,,1,
186,7310,895,1,24771.0,,,,,1,
187,7310,895,1,19816.8,,,,,1,
188,7310,895,1,27140.4,,,,,1,
189,7310,895,1,5169.599999999999,,,,,1,
190,7310,895,1,23694.0,,,,,1,
191,7310,895,1,19386.0,,,,,1,
192,7310,895,1,19386.0,,,,,1,
193,7310,895,1,27140.4,,,,,1,
194,7310,895,1,19386.0,,,,,1,
195,7310,895,1,24771.0,,,,,1,
196,7310,895,1,10770.0,,,,,1,
197,7310,895,1,80775.0,,,,,1,
198,7310,895,1,40926.0,,,,,1,
199,7310,895,1,21540.0,,,,,1,
200,7310,895,1,25848.0,,,,,1,
201,7310,895,1,16155.0,,,,,1,
202,7310,895,1,128163.0,,,,,1,
203,7310,895,1,25848.0,,,,,1,
204,7310,895,1,17232.0,,,,,1,
205,7310,895,1,25848.0,,,,,1,
206,7310,895,1,19816.8,,,,,1,
207,7310,895,1,19709.1,,,,,1,
208,7310,895,1,28002.0,,,,,1,
209,7310,895,1,24771.0,,,,,1,
210,7310,895,1,20463.0,,,,,1,
211,7310,895,1,17232.0,,,,,1,
212,7310,895,1,27032.7,,,,,1,
213,7310,895,1,20463.0,,,,,1,
214,7310,895,1,122778.0,,,,,1,
215,7310,895,1,17232.0,,,,,1,
216,7310,895,1,21540.0,,,,,1,
217,7310,895,1,16155.0,,,,,1,
218,7310,895,1,21540.0,,,,,1,
219,7310,895,1,26925.0,,,,,1,
220,7310,895,1,29079.0,,,,,1,
221,7310,895,1,31448.4,,,,,1,
222,7310,895,1,122778.0,,,,,1,
223,7310,895,1,21540.0,,,,,1,
224,7310,895,1,5169.599999999999,,,,,1,
225,7310,895,1,5169.599999999999,,,,,1,
226,7310,895,1,31233.0,,,,,1,
227,7310,895,1,19386.0,,,,,1,
228,7310,895,1,26386.5,,,,,1,
229,7310,895,1,23694.0,,,,,1,
230,7310,895,1,95853.0,,,,,1,
231,7310,895,1,5169.599999999999,,,,,1,
232,7310,895,1,19386.0,,,,,1,
233,7310,895,1,24771.0,,,,,1,
234,7310,895,1,19816.8,,,,,1,
235,7310,895,1,21970.8,,,,,1,
236,7310,895,1,129993.9,,,,,1,
237,7310,895,1,969.3,,,,,1,
238,7310,895,1,19816.8,,,,,1,
239,7310,895,1,38772.0,,,,,1,
240,7310,895,1,29079.0,,,,,1,
241,7310,895,1,21540.0,,,,,1,
242,7310,895,1,26925.0,,,,,1,
243,7310,895,1,21540.0,,,,,1,
244,7310,895,1,19386.0,,,,,1,
245,7310,895,1,24771.0,,,,,1,
246,7310,895,1,26386.5,,,,,1,
247,7310,895,1,26925.0,,,,,1,
248,7310,895,1,13462.5,,,,,1,
249,7310,895,1,38772.0,,,,,1,
250,7310,895,1,19386.0,,,,,1,
251,7310,895,1,19816.8,,,,,1,
252,7310,895,1,21001.5,,,,,1,
253,7310,895,1,19386.0,,,,,1,
254,7310,895,1,21540.0,,,,,1,
255,7310,895,1,24232.5,,,,,1,
256,7310,895,1,21540.0,,,,,1,
257,7310,895,1,26925.0,,,,,1,
258,7310,895,1,17232.0,,,,,1,
259,7310,895,1,2369.4,,,,,1,
260,7310,895,1,26925.0,,,,,1,
261,7310,895,1,5169.599999999999,,,,,1,
262,7310,895,1,20463.0,,,,,1,
263,7310,895,1,26925.0,,,,,1,
264,7310,895,1,5169.599999999999,,,,,1,
265,7310,895,1,26925.0,,,,,1,
266,7310,895,1,21540.0,,,,,1,
267,7310,895,1,15078.0,,,,,1,
268,7310,895,1,23694.0,,,,,1,
269,7310,895,1,27032.7,,,,,1,
270,7310,895,1,16155.0,,,,,1,
271,7310,895,1,20463.0,,,,,1,
272,7310,895,1,646.1999999999999,,,,,1,
273,7310,895,1,969.3,,,,,1,
274,7310,895,1,25848.0,,,,,1,
275,7310,895,1,21540.0,,,,,1,
276,7310,895,1,20463.0,,,,,1,
277,7310,895,1,16155.0,,,,,1,
278,7310,895,1,38987.4,,,,,1,
279,7310,895,1,21540.0,,,,,1,
280,7310,895,1,23694.0,,,,,1,
281,7310,895,1,17232.0,,,,,1,
282,7310,895,1,53203.8,,,,,1,
283,7310,895,1,19386.0,,,,,1,
284,7310,895,1,1077.0,,,,,1,
285,7310,895,1,20463.0,,,,,1,
286,7310,895,1,22617.0,,,,,1,
287,7310,895,1,128163.0,,,,,1,
288,7310,895,1,7539.0,,,,,1,
289,7310,895,1,21540.0,,,,,1,
290,7310,895,1,52773.0,,,,,1,
291,7310,895,1,7539.0,,,,,1,
292,7310,895,1,1400.1,,,,,1,
293,7310,895,1,26925.0,,,,,1,
294,7310,895,1,23694.0,,,,,1,
295,7310,895,1,19816.8,,,,,1,
296,7310,895,1,21540.0,,,,,1,
297,7310,895,1,7539.0,,,,,1,
298,7310,895,1,21540.0,,,,,1,
299,7310,895,1,24771.0,,,,,1,
300,7310,895,1,49542.0,,,,,1,
301,7310,895,1,19816.8,,,,,1,
302,7310,895,1,16155.0,,,,,1,
303,7310,895,1,75390.0,,,,,1,
304,7310,895,1,19816.8,,,,,1,
305,7310,895,1,14001.0,,,,,1,
306,7310,895,1,19386.0,,,,,1,
307,7310,895,1,21540.0,,,,,1,
308,7310,895,1,19816.8,,,,,1,
309,7310,895,1,25848.0,,,,,1,
310,7310,895,1,7539.0,,,,,1,
311,7310,895,1,2477.1,,,,,1,
312,7310,895,1,23694.0,,,,,1,
313,7310,895,1,19386.0,,,,,1,
314,7310,895,1,26925.0,,,,,1,
315,7310,895,1,19386.0,,,,,1,
316,7310,895,1,269.25,,,,,1,
317,7310,895,1,20463.0,,,,,1,
318,7310,895,1,20463.0,,,,,1,
319,7310,895,1,8077.5,,,,,1,
320,7310,895,1,26386.5,,,,,1,
321,7310,895,1,21540.0,,,,,1,
322,7310,895,1,969.3,,,,,1,
323,7310,895,1,75390.0,,,,,1,
324,7310,895,1,20463.0,,,,,1,
325,7310,895,1,21970.8,,,,,1,
326,7310,895,1,7539.0,,,,,1,
327,7310,895,1,25848.0,,,,,1,
328,7310,895,1,75390.0,,,,,1,
329,7310,895,1,26386.5,,,,,1,
330,7310,895,1,14001.0,,,,,1,
331,7310,895,1,34464.0,,,,,1,
332,7310,895,1,5385.0,,,,,1,
333,7310,895,1,23694.0,,,,,1,
334,7310,895,1,20463.0,,,,,1,
335,7310,895,1,75390.0,,,,,1,
336,7310,895,1,4523.4,,,,,1,
337,7310,895,1,1184.7,,,,,1,
338,7310,895,1,21540.0,,,,,1,
339,7310,895,1,75390.0,,,,,1,
340,7310,895,1,19386.0,,,,,1,
341,7310,895,1,38772.0,,,,,1,
342,7310,895,1,22186.2,,,,,1,
343,7310,895,1,32310.0,,,,,1,
344,7310,895,1,15939.6,,,,,1,
345,7310,895,1,11308.5,,,,,1,
346,7310,895,1,26386.5,,,,,1,
347,7310,895,1,98007.0,,,,,1,
348,7310,895,1,15078.0,,,,,1,
349,7310,895,1,23694.0,,,,,1,
350,7310,895,1,21001.5,,,,,1,
351,7310,895,1,19816.8,,,,,1,
352,7310,895,1,5385.0,,,,,1,
353,7310,895,1,21540.0,,,,,1,
354,7310,895,1,77544.0,,,,,1,
355,7310,895,1,29079.0,,,,,1,
356,7310,895,1,21540.0,,,,,1,
357,7310,895,1,5169.599999999999,,,,,1,
358,7310,895,1,26386.5,,,,,1,
359,7310,895,1,22617.0,,,,,1,
360,7310,895,1,969.3,,,,,1,
361,7310,895,1,21540.0,,,,,1,
362,7310,895,1,5385.0,,,,,1,
363,7310,895,1,32310.0,,,,,1,
364,7310,895,1,98007.0,,,,,1,
365,7310,895,1,26386.5,,,,,1,
366,7310,895,1,24771.0,,,,,1,
367,7310,895,1,22617.0,,,,,1,
368,7310,895,1,23694.0,,,,,1,
369,7310,895,1,5385.0,,,,,1,
370,7310,895,1,20463.0,,,,,1,
371,7310,895,1,29402.1,,,,,1,
372,7310,895,1,80775.0,,,,,1,
373,7310,895,1,12924.0,,,,,1,
374,7310,895,1,129993.9,,,,,1,
375,7310,895,1,32310.0,,,,,1,
376,7310,895,1,21540.0,,,,,1,
377,7310,895,1,70005.0,,,,,1,
378,7310,895,1,24771.0,,,,,1,
379,7310,895,1,21540.0,,,,,1,
380,7310,895,1,60312.0,,,,,1,
381,7310,895,1,21540.0,,,,,1,
382,7310,895,1,29079.0,,,,,1,
383,7310,895,1,20463.0,,,,,1,
384,7310,895,1,24771.0,,,,,1,
385,7310,895,1,29079.0,,,,,1,
386,7310,895,1,1077.0,,,,,1,
387,7310,895,1,15078.0,,,,,1,
388,7310,895,1,70005.0,,,,,1,
389,7310,895,1,21540.0,,,,,1,
390,7310,895,1,20463.0,,,,,1,
391,7310,895,1,23370.9,,,,,1,
392,7310,895,1,21540.0,,,,,1,
393,7310,895,1,14001.0,,,,,1,
394,7310,895,1,20463.0,,,,,1,
395,7310,895,1,12924.0,,,,,1,
396,7310,895,1,19816.8,,,,,1,
397,7310,895,1,19386.0,,,,,1,
398,7310,895,1,19816.8,,,,,1,
399,7310,895,1,6462.0,,,,,1,
400,7310,895,1,23694.0,,,,,1,
401,7310,895,1,21540.0,,,,,1,
402,7310,895,1,16155.0,,,,,1,
403,7310,895,1,23694.0,,,,,1,
404,7310,895,1,20463.0,,,,,1,
405,7310,895,1,19816.8,,,,,1,
406,7310,895,1,25848.0,,,,,1,
407,7310,895,1,16155.0,,,,,1,
408,7310,895,1,26925.0,,,,,1,
409,7310,895,1,19386.0,,,,,1,
410,7310,895,1,22617.0,,,,,1,
411,7310,895,1,25848.0,,,,,1,
412,7310,895,1,12924.0,,,,,1,
413,7310,895,1,27140.4,,,,,1,
414,7310,895,1,19386.0,,,,,1,
415,7310,895,1,23694.0,,,,,1,
416,7310,895,1,26386.5,,,,,1,
417,7310,895,1,17770.5,,,,,1,
418,7310,895,1,26925.0,,,,,1,
419,7310,895,1,28002.0,,,,,1,
420,7310,895,1,19386.0,,,,,1,
421,7310,895,1,20678.4,,,,,1,
422,7310,895,1,19816.8,,,,,1,
423,7310,895,1,25848.0,,,,,1,
424,7310,895,1,17232.0,,,,,1,
425,7310,895,1,26925.0,,,,,1,
426,7310,895,1,23694.0,,,,,1,
427,7310,895,1,21540.0,,,,,1,
428,7310,895,1,75390.0,,,,,1,
429,7310,895,1,22617.0,,,,,1,
430,7310,895,1,38772.0,,,,,1,
431,7310,895,1,21216.9,,,,,1,
432,7310,895,1,25848.0,,,,,1,
433,7310,895,1,41356.8,,,,,1,
434,7310,895,1,20463.0,,,,,1,
435,7310,895,1,21540.0,,,,,1,
436,7310,895,1,20463.0,,,,,1,
437,7310,895,1,18309.0,,,,,1,
438,7310,895,1,30909.9,,,,,1,
439,7310,895,1,75390.0,,,,,1,
440,7310,895,1,21540.0,,,,,1,
441,7310,895,1,19816.8,,,,,1,
442,7310,895,1,4092.6,,,,,1,
443,7310,895,1,34464.0,,,,,1,
444,7310,895,1,19386.0,,,,,1,
445,7310,895,1,19924.5,,,,,1,
446,7310,895,1,29079.0,,,,,1,
447,7310,895,1,19386.0,,,,,1,
448,7310,895,1,21540.0,,,,,1,
449,7310,895,1,5169.599999999999,,,,,1,
450,7310,895,1,20463.0,,,,,1,
451,7310,895,1,24232.5,,,,,1,
452,7310,895,1,128163.0,,,,,1,
453,7310,895,1,20463.0,,,,,1,
454,7310,895,1,27032.7,,,,,1,
455,7310,895,1,31233.0,,,,,1,
456,7310,895,1,20463.0,,,,,1,
457,7310,895,1,21540.0,,,,,1,
458,7310,895,1,12924.0,,,,,1,
459,7310,895,1,19386.0,,,,,1,
460,7310,895,1,77544.0,,,,,1,
461,7310,895,1,30586.8,,,,,1,
462,7310,895,1,19924.5,,,,,1,
463,7310,895,1,24771.0,,,,,1,
464,7310,895,1,33387.0,,,,,1,
465,7310,895,1,21540.0,,,,,1,
466,7310,895,1,19386.0,,,,,1,
467,7310,895,1,25848.0,,,,,1,
468,7310,895,1,19816.8,,,,,1,
469,7310,895,1,29832.9,,,,,1,
470,7310,895,1,20893.8,,,,,1,
471,7310,895,1,21540.0,,,,,1,
472,7310,895,1,129993.9,,,,,1,
473,7310,895,1,14970.3,,,,,1,
474,7310,895,1,21540.0,,,,,1,
475,7310,895,1,122778.0,,,,,1,
476,7310,895,1,25848.0,,,,,1,
477,7310,895,1,21540.0,,,,,1,
478,7310,895,1,75390.0,,,,,1,
479,7310,895,1,26925.0,,,,,1,
480,7310,895,1,21540.0,,,,,1,
481,7310,895,1,1077.0,,,,,1,
482,7310,895,1,21540.0,,,,,1,
483,7310,895,1,21970.8,,,,,1,
484,7310,895,1,12924.0,,,,,1,
485,7310,895,1,969.3,,,,,1,
486,7310,895,1,3231.0,,,,,1,
487,7310,895,1,23694.0,,,,,1,
488,7310,895,1,21540.0,,,,,1,
489,7310,895,1,18309.0,,,,,1,
490,7310,895,1,19386.0,,,,,1,
491,7310,895,1,23694.0,,,,,1,
492,7310,895,1,21540.0,,,,,1,
493,7310,895,1,18201.3,,,,,1,
494,7310,895,1,8616.0,,,,,1,
495,7310,895,1,19386.0,,,,,1,
496,7310,895,1,80775.0,,,,,1,
497,7310,895,1,52773.0,,,,,1,
498,7310,895,1,23370.9,,,,,1,
499,7310,895,1,11308.5,,,,,1,
500,7310,895,1,19386.0,,,,,1,
501,7310,895,1,30586.8,,,,,1,
502,7310,895,1,98007.0,,,,,1,
503,7310,895,1,19386.0,,,,,1,
504,7310,895,1,23694.0,,,,,1,
505,7310,895,1,12924.0,,,,,1,
506,7310,895,1,19816.8,,,,,1,
507,7310,895,1,1077.0,,,,,1,
508,7310,895,1,15939.6,,,,,1,
509,7310,895,1,15939.6,,,,,1,
510,7310,895,1,6462.0,,,,,1,
511,7310,895,1,38772.0,,,,,1,
512,7310,895,1,15078.0,,,,,1,
513,7310,895,1,53850.0,,,,,1,
514,7310,895,1,32310.0,,,,,1,
515,7310,895,1,21001.5,,,,,1,
516,7310,895,1,20463.0,,,,,1,
517,7310,895,1,12924.0,,,,,1,
518,7310,895,1,23370.9,,,,,1,
519,7310,895,1,29079.0,,,,,1,
520,7310,895,1,20463.0,,,,,1,
521,7310,895,1,19386.0,,,,,1,
522,7310,895,1,26925.0,,,,,1,
523,7310,895,1,7539.0,,,,,1,
524,7310,895,1,17770.5,,,,,1,
525,7310,895,1,17232.0,,,,,1,
526,7310,895,1,27032.7,,,,,1,
527,7310,895,1,26925.0,,,,,1,
528,7310,895,1,17232.0,,,,,1,
529,7301,1380,1,18309.0,,,,,1,
530,7301,1380,1,23694.0,,,,,1,
531,7301,1380,1,17232.0,,,,,1,
532,7301,1380,1,23694.0,,,,,1,
533,7301,1380,1,29832.9,,,,,1,
534,7301,1380,1,26925.0,,,,,1,
535,7301,1380,1,24771.0,,,,,1,
536,7301,1380,1,21540.0,,,,,1,
537,7301,1380,1,22617.0,,,,,1,
538,7301,1380,1,20463.0,,,,,1,
539,7301,1380,1,21001.5,,,,,1,
540,7301,1380,1,28002.0,,,,,1,
541,7301,1380,1,22617.0,,,,,1,
542,7301,1380,1,21540.0,,,,,1,
543,7301,1380,1,19386.0,,,,,1,
544,7301,1380,1,21540.0,,,,,1,
545,7301,1380,1,22617.0,,,,,1,
546,7301,1380,1,29079.0,,,,,1,
547,7301,1380,1,21540.0,,,,,1,
548,7301,1380,1,23263.2,,,,,1,
549,7301,1380,1,25848.0,,,,,1,
550,7301,1380,1,21540.0,,,,,1,
551,7301,1380,1,20463.0,,,,,1,
552,7301,1380,1,20463.0,,,,,1,
553,7301,1380,1,25848.0,,,,,1,
554,7301,1380,1,25848.0,,,,,1,
555,7301,1380,1,18309.0,,,,,1,
556,7301,1380,1,20463.0,,,,,1,
557,7301,1380,1,17232.0,,,,,1,
558,7301,1380,1,19386.0,,,,,1,
559,7301,1380,1,28002.0,,,,,1,
560,7301,1380,1,25848.0,,,,,1,
561,7301,1380,1,24771.0,,,,,1,
562,7301,1380,1,24340.2,,,,,1,
563,7301,1380,1,19386.0,,,,,1,
564,7301,1380,1,20463.0,,,,,1,
565,7301,1380,1,24663.3,,,,,1,
566,7301,1380,1,19386.0,,,,,1,
567,7301,1380,1,24771.0,,,,,1,
568,7301,1380,1,43080.0,,,,,1,
569,7301,1380,1,16155.0,,,,,1,
570,7301,1380,1,24663.3,,,,,1,
571,7301,1380,1,25848.0,,,,,1,
572,7301,1380,1,26817.3,,,,,1,
573,7301,1380,1,16155.0,,,,,1,
574,7301,1380,1,26925.0,,,,,1,
575,7301,1380,1,21540.0,,,,,1,
576,7301,1380,1,46849.5,,,,,1,
577,7301,1380,1,30156.0,,,,,1,
578,7301,1380,1,34474.77,,,,,1,
579,7301,1380,1,22617.0,,,,,1,
580,7301,1380,1,21540.0,,,,,1,
581,7301,1380,1,46849.5,,,,,1,
582,7301,1380,1,26925.0,,,,,1,
583,7301,1380,1,21540.0,,,,,1,
584,7301,1380,1,24340.2,,,,,1,
585,7301,1380,1,24771.0,,,,,1,
586,7301,1380,1,25848.0,,,,,1,
587,7301,1380,1,20139.9,,,,,1,
588,7301,1380,1,19386.0,,,,,1,
589,7301,1380,1,30156.0,,,,,1,
590,7301,1380,1,20463.0,,,,,1,
591,7301,1380,1,26925.0,,,,,1,
592,7301,1380,1,21540.0,,,,,1,
593,7301,1380,1,23694.0,,,,,1,
594,7301,1380,1,22617.0,,,,,1,
595,7301,1380,1,20463.0,,,,,1,
596,7301,1380,1,16155.0,,,,,1,
597,7301,1380,1,20463.0,,,,,1,
598,7301,1380,1,28002.0,,,,,1,
599,7301,1380,1,22617.0,,,,,1,
600,7301,1380,1,20463.0,,,,,1,
601,7301,1380,1,20463.0,,,,,1,
602,7301,1380,1,19386.0,,,,,1,
603,7301,1380,1,23370.9,,,,,1,
604,7301,1380,1,19386.0,,,,,1,
605,7301,1380,1,16155.0,,,,,1,
606,7301,1380,1,21540.0,,,,,1,
607,7301,1380,1,64296.9,,,,,1,
608,7301,1380,1,24771.0,,,,,1,
609,7301,1380,1,21540.0,,,,,1,
610,7301,1380,1,20463.0,,,,,1,
611,7301,1380,1,24771.0,,,,,1,
612,7301,1380,1,24771.0,,,,,1,
613,7301,1380,1,22617.0,,,,,1,
614,7301,1380,1,5385.0,,,,,1,
615,7301,1380,1,25740.3,,,,,1,
616,7301,1380,1,25848.0,,,,,1,
617,7301,1380,1,19386.0,,,,,1,
618,7301,1380,1,24771.0,,,,,1,
619,7301,1380,1,20463.0,,,,,1,
620,7301,1380,1,21540.0,,,,,1,
621,7301,1380,1,21540.0,,,,,1,
622,7301,1380,1,25848.0,,,,,1,
623,7301,1380,1,21540.0,,,,,1,
624,7301,1380,1,20463.0,,,,,1,
625,7301,1380,1,19386.0,,,,,1,
626,7301,1380,1,20463.0,,,,,1,
627,7301,1380,1,21540.0,,,,,1,
628,7301,1380,1,20463.0,,,,,1,
629,7301,1380,1,23694.0,,,,,1,
630,7301,1380,1,34474.77,,,,,1,
631,7301,1380,1,26925.0,,,,,1,
632,7301,1380,1,19386.0,,,,,1,
633,7301,1380,1,18309.0,,,,,1,
634,7301,1380,1,19386.0,,,,,1,
635,7301,1380,1,22617.0,,,,,1,
636,7301,1380,1,28002.0,,,,,1,
637,7301,1380,1,19386.0,,,,,1,
638,7301,1380,1,21540.0,,,,,1,
639,7301,1380,1,23694.0,,,,,1,
640,7301,1380,1,25848.0,,,,,1,
641,7301,1380,1,18309.0,,,,,1,
642,7301,1380,1,21540.0,,,,,1,
643,7301,1380,1,17232.0,,,,,1,
644,7301,1380,1,10770.0,,,,,1,
645,7301,1380,1,20463.0,,,,,1,
646,7301,1380,1,21540.0,,,,,1,
647,7301,1380,1,20463.0,,,,,1,
648,7301,1380,1,13354.8,,,,,1,
649,7301,1380,1,38772.0,,,,,1,
650,7301,1380,1,46849.5,,,,,1,
651,7301,1380,1,23586.3,,,,,1,
652,7301,1380,1,19386.0,,,,,1,
653,7301,1380,1,19062.9,,,,,1,
654,7301,1380,1,25740.3,,,,,1,
